pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
39300745,PMC11561668,2024,Causal associations and shared genetic etiology of neurodegenerative diseases with epigenetic aging and human longevity.,"The causative mechanisms underlying the genetic relationships of neurodegenerative diseases with epigenetic aging and human longevity remain obscure. We aimed to detect causal associations and shared genetic etiology of neurodegenerative diseases with epigenetic aging and human longevity. We obtained large-scale genome-wide association study summary statistics data for four measures of epigenetic age (GrimAge, PhenoAge, IEAA, and HannumAge) (N = 34,710), multivariate longevity (healthspan, lifespan, and exceptional longevity) (N = 1,349,462), and for multiple neurodegenerative diseases (N = 6618-482,730), including Lewy body dementia, Alzheimer's disease (AD), Parkinson's disease, amyotrophic lateral sclerosis, and multiple sclerosis. Main analyses were conducted using multiplicative random effects inverse-variance weighted Mendelian randomization (MR), and conditional/conjunctional false discovery rate (cond/conjFDR) approach. Shared genomic loci were functionally characterized to gain biological understanding. Evidence showed that AD patients had 0.309 year less in exceptional longevity (IVW beta = -0.309, 95% CI: -0.38 to -0.24, p = 1.51E-19). We also observed suggestively significant causal evidence between AD and GrimAge age acceleration (IVW beta = -0.10, 95% CI: -0.188 to -0.013, p = 0.02). Following the discovery of polygenic overlap, we identified rs78143120 as shared genomic locus between AD and GrimAge age acceleration, and rs12691088 between AD and exceptional longevity. Among these loci, rs78143120 was novel for AD. In conclusion, we observed that only AD had causal effects on epigenetic aging and human longevity, while other neurodegenerative diseases did not. The genetic overlap between them, with mixed effect directions, suggested complex shared genetic etiology and molecular mechanisms.",Aging cell,"Guo, Yu,Ma, Guojuan,Wang, Yukai,Lin, Tingyan,Hu, Yang,Zang, Tianyi",Genome-Wide Association Study,"ad,genome-wide,dementia,Amyotrophic Lateral Sclerosis,AD,Mendelian randomization,genome-wide association,Alzheimer"
39337715,PMC11432663,2024,Synergistic Effect between the APOE ε4 Allele with Genetic Variants of GSK3B and MAPT: Differential Profile between Refractory Epilepsy and Alzheimer Disease.,"Temporal Lobe Epilepsy (TLE) is a chronic neurological disorder characterized by recurrent focal seizures originating in the temporal lobe. Despite the variety of antiseizure drugs currently available to treat TLE, about 30% of cases continue to have seizures. The etiology of TLE is complex and multifactorial. Increasing evidence indicates that Alzheimer's disease (AD) and drug-resistant TLE present common pathological features that may induce hyperexcitability, especially aberrant hyperphosphorylation of tau protein. Genetic polymorphic variants located in genes of the microtubule-associated protein tau (MAPT) and glycogen synthase kinase-3β (GSK3B) have been associated with the risk of developing AD. The APOE ε4 allele is a major genetic risk factor for AD. Likewise, a gene-dose-dependent effect of ε4 seems to influence TLE. The present study aimed to investigate whether the APOE ɛ4 allele and genetic variants located in the MAPT and GSK3B genes are associated with the risk of developing AD and drug-resistant TLE in a cohort of the Mexican population. A significant association with the APOE ε4 allele was observed in patients with AD and TLE. Additional genetic interactions were identified between this allele and variants of the MAPT and GSK3B genes.",International journal of molecular sciences,"Toral-Rios, Danira,Pichardo-Rojas, Pavel,Ruiz-Sánchez, Elizabeth,Rosas-Carrasco, Óscar,Carvajal-García, Rosa,Gálvez-Coutiño, Dey Carol,Martínez-Rodríguez, Nancy Lucero,Rubio-Chávez, Ana Daniela,Alcántara-Flores, Myr,López-Ramírez, Arely,Martínez-Rosas, Alma Rosa,Ruiz-Chow, Ángel Alberto,Alonso-Vanegas, Mario,Campos-Peña, Victoria","tau Proteins/genetics,Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","ad,apoe,AD,genetic risk,genetic variant,Alzheimer"
39379761,PMC11549054,2024,GWAS of multiple neuropathology endophenotypes identifies new risk loci and provides insights into the genetic risk of dementia.,"Genome-wide association studies (GWAS) have identified >80 Alzheimer's disease and related dementias (ADRD)-associated genetic loci. However, the clinical outcomes used in most previous studies belie the complex nature of underlying neuropathologies. Here we performed GWAS on 11 ADRD-related neuropathology endophenotypes with participants drawn from the following three sources: the National Alzheimer's Coordinating Center, the Religious Orders Study and Rush Memory and Aging Project, and the Adult Changes in Thought study (n = 7,804 total autopsied participants). We identified eight independent significantly associated loci, of which four were new (COL4A1, PIK3R5, LZTS1 and APOC2). Separately testing known ADRD loci, 19 loci were significantly associated with at least one neuropathology after false-discovery rate adjustment. Genetic colocalization analyses identified pleiotropic effects and quantitative trait loci. Methylation in the cerebral cortex at two sites near APOC2 was associated with cerebral amyloid angiopathy. Studies that include neuropathology endophenotypes are an important step in understanding the mechanisms underlying genetic ADRD risk.",Nature genetics,"Shade, Lincoln M P,Katsumata, Yuriko,Abner, Erin L,Aung, Khine Zin,Claas, Steven A,Qiao, Qi,Heberle, Bernardo Aguzzoli,Brandon, J Anthony,Page, Madeline L,Hohman, Timothy J,Mukherjee, Shubhabrata,Mayeux, Richard P,Farrer, Lindsay A,Schellenberg, Gerard D,Haines, Jonathan L,Kukull, Walter A,Nho, Kwangsik,Saykin, Andrew J,Bennett, David A,Schneider, Julie A,Ebbert, Mark T W,Nelson, Peter T,Fardo, David W","Genome-Wide Association Study,Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","genome-wide,ad,risk loci,Genetic Loci,dementia,AD,genetic risk,Alzheimer,genome-wide association,GWAS"
39384883,PMC11464807,2024,Genome-wide association study of subfoveal choroidal thickness in a longitudinal cohort of older adults.,"To identify genetic influences on subfoveal choroidal thickness of older adults using a genome-wide association study (GWAS). We recruited 300 participants from the population-based Korean Longitudinal Study on Health and Aging (KLoSHA) and Korean Longitudinal Study on Cognitive Aging and Dementia (KLOSCAD) cohort studies and 500 participants from the Bundang age-related macular degeneration (AMD) cohort study dataset. We conducted a GWAS on older adult populations in the KLoSHA and KLOSCAD cohorts. Single nucleotide polymorphisms (SNPs) associated with choroidal thickness were identified with P values < 1.0 × 10-4 in both the right and left eyes, followed by validation using the Bundang AMD cohort dataset. This association was further confirmed by a functional in vitro study using human umbilical vein endothelial cells (HUVECs). The ages of the cohort participants in the discovery and validation datasets were 73.5 ± 3.3 and 71.3 ± 7.9 years, respectively. In the discovery dataset, three SNPs (rs1916762, rs7587019, and rs13320098) were significantly associated with choroidal thickness in both eyes. This association was confirmed for rs1916762 (genotypes GG, GA, and AA) and rs7587019 (genotypes GG, GA, and AA), but not for rs13320098. The mean choroidal thickness decreased by 56.7 μm (AA, 73.8%) and 31.1 μm (GA, 85.6%) compared with that of the GG genotype of rs1916762, and by 55.4 μm (AA, 74.2%) and 28.2 μm (GA, 86.7%) compared with that of the GG genotype of rs7587019. The SNPs rs1916762 and rs7587019 were located close to the FAM124B gene near its cis-regulatory region. Moreover, FAM124B was highly expressed in vascular endothelial cells. In vitro HUVEC experiments showed that the inhibition of FAM124B was associated with decreased vascular endothelial proliferation, suggesting a potential mechanism of choroidal thinning. FAM124B was identified as a susceptibility gene affecting subfoveal choroidal thickness in older adults. This gene may be involved in mechanisms underlying retinal diseases associated with altered choroidal thickness, such as age-related macular degeneration.",Scientific reports,"Kim, Hyeong Min,Joo, Kwangsic,Kim, Minji,Park, Young Joo,Han, Ji Won,Kim, Ki Woong,Lee, Sejoon,Woo, Se Joon","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,dementia,AD,SNP,genome-wide association,polymorphisms,GWAS"
39405331,PMC11508069,2024,A novel classification framework for genome-wide association study of whole brain MRI images using deep learning.,"Genome-wide association studies (GWASs) have been widely applied in the neuroimaging field to discover genetic variants associated with brain-related traits. So far, almost all GWASs conducted in neuroimaging genetics are performed on univariate quantitative features summarized from brain images. On the other hand, powerful deep learning technologies have dramatically improved our ability to classify images. In this study, we proposed and implemented a novel machine learning strategy for systematically identifying genetic variants that lead to detectable nuances on Magnetic Resonance Images (MRI). For a specific single nucleotide polymorphism (SNP), if MRI images labeled by genotypes of this SNP can be reliably distinguished using machine learning, we then hypothesized that this SNP is likely to be associated with brain anatomy or function which is manifested in MRI brain images. We applied this strategy to a catalog of MRI image and genotype data collected by the Alzheimer's Disease Neuroimaging Initiative (ADNI) consortium. From the results, we identified novel variants that show strong association to brain phenotypes.",PLoS computational biology,"Yu, Shaojun,Wu, Junjie,Shao, Yumeng,Qiu, Deqiang,Qin, Zhaohui S","Genome-Wide Association Study,Polymorphism, Single Nucleotide,Alzheimer Disease/genetics","genome-wide,single nucleotide polymorphism,ad,AD,genetic variant,Alzheimer,SNP,genome-wide association,GWAS"
39415193,PMC11481771,2024,Network dynamics-based subtyping of Alzheimer's disease with microglial genetic risk factors.,"The potential of microglia as a target for Alzheimer's disease (AD) treatment is promising, yet the clinical and pathological diversity within microglia, driven by genetic factors, poses a significant challenge. Subtyping AD is imperative to enable precise and effective treatment strategies. However, existing subtyping methods fail to comprehensively address the intricate complexities of AD pathogenesis, particularly concerning genetic risk factors. To address this gap, we have employed systems biology approaches for AD subtyping and identified potential therapeutic targets. We constructed patient-specific microglial molecular regulatory network models by utilizing existing literature and single-cell RNA sequencing data. The combination of large-scale computer simulations and dynamic network analysis enabled us to subtype AD patients according to their distinct molecular regulatory mechanisms. For each identified subtype, we suggested optimal targets for effective AD treatment. To investigate heterogeneity in AD and identify potential therapeutic targets, we constructed a microglia molecular regulatory network model. The network model incorporated 20 known risk factors and crucial signaling pathways associated with microglial functionality, such as inflammation, anti-inflammation, phagocytosis, and autophagy. Probabilistic simulations with patient-specific genomic data and subsequent dynamics analysis revealed nine distinct AD subtypes characterized by core feedback mechanisms involving SPI1, CASS4, and MEF2C. Moreover, we identified PICALM, MEF2C, and LAT2 as common therapeutic targets among several subtypes. Furthermore, we clarified the reasons for the previous contradictory experimental results that suggested both the activation and inhibition of AKT or INPP5D could activate AD through dynamic analysis. This highlights the multifaceted nature of microglial network regulation. These results offer a means to classify AD patients by their genetic risk factors, clarify inconsistent experimental findings, and advance the development of treatments tailored to individual genotypes for AD.",Alzheimer's research & therapy,"Choi, Jae Hyuk,Lee, Jonghoon,Kang, Uiryong,Chang, Hongjun,Cho, Kwang-Hyun",Alzheimer Disease/genetics,"ad,AD,genetic risk,Risk Factors,Alzheimer"
39424714,PMC11489263,2024,Hypothesis-based investigation of known AD risk variants reveals the genetic underpinnings of neuropathological lesions observed in Alzheimer's-type dementia.,"Alzheimer's disease (AD) is the leading cause of dementia worldwide. Besides neurofibrillary tangles and amyloid beta (Aβ) plaques, a wide range of co-morbid neuropathological features can be observed in AD brains. Since AD has a very strong genetic background and displays a wide phenotypic heterogeneity, this study aims at investigating the genetic underpinnings of co-morbid and hallmark neuropathological lesions. This was realized by obtaining the genotypes for 75 AD risk variants from low-coverage whole-genome sequencing data for 325 individuals from the Leuven Brain Collection. Association testing with deeply characterized neuropathological lesions revealed a strong and likely direct effect of rs117618017, a SNP in exon 1 of APH1B, with tau-related pathology. Second, a relation between APOE and granulovacuolar degeneration, a proxy for necroptosis, was also discovered in addition to replication of the well-known association of APOE with AD hallmark neuropathological lesions. Additionally, several nominal associations with AD risk genes were detected for pTDP pathology, α-synuclein lesions and pTau-related pathology. These findings were confirmed in a meta-analysis with three independent cohorts. For example, we replicated a prior association between TPCN1 (rs6489896) and LATE-NC risk. Furthermore, we identified new putative LATE-NC-linked SNPs, including rs7068231, located upstream of ANK3. We found association between BIN1 (rs6733839) and α-synuclein pathology, and replicated a prior association between USP6NL (rs7912495) and Lewy body pathology. Additionally, we also found that UMAD1 (rs6943429) was nominally associated with Lewy body pathology. Overall, these results contribute to a broader general understanding of how AD risk variants discovered in large-scale clinical genome-wide association studies are involved in the pathological mechanisms of AD and indicate the importance of downstream elimination of phenotypic heterogeneity introduced in these studies.",Acta neuropathologica,"Laureyssen, Celeste,Küçükali, Fahri,Van Dongen, Jasper,Gawor, Klara,Tomé, Sandra O,Ronisz, Alicja,Otto, Markus,von Arnim, Christine A F,Van Damme, Philip,Vandenberghe, Rik,Thal, Dietmar Rudolf,Sleegers, Kristel","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide,Apolipoproteins E/genetics,Genome-Wide Association Study,tau Proteins/genetics","genome-wide,ad,apoe,dementia,AD,SNP,genome-wide association,meta-analysis,Alzheimer"
39427026,PMC11490554,2024,The role of genetically predicted serum iron levels on neurodegenerative and cardiovascular traits.,"Iron is an essential mineral that supports numerous biological functions. Studies have reported associations between iron dysregulation and certain cardiovascular and neurodegenerative diseases, but the direction of influence is not clear. Our goal was to use computational approaches to better understand the role of genetically predicted iron levels on disease risk. We meta-analyzed genome-wide association study summary statistics for serum iron levels from two cohorts and two previous meta-analyses. We then obtained summary statistics from 11 neurodegenerative, cerebrovascular, cardiovascular or lipid traits to assess global and regional genetic correlation between iron levels and these traits. We used two-sample Mendelian randomization (MR) to estimate causal effects. Sex-stratified analyses were also carried out to identify effects potentially differing by sex. Overall, we identified three significant global correlations between iron levels and (i) coronary heart disease, (ii) triglycerides, and (iii) high-density lipoprotein (HDL) cholesterol levels. A total of 194 genomic regions had significant (after correction for multiple testing) local correlations between iron levels and the 11 tested traits. MR analysis revealed two potential causal relationships, between genetically predicted iron levels and (i) total cholesterol or (ii) non-HDL cholesterol. Sex-stratified analyses suggested a potential protective effect of iron levels on Parkinson's disease risk in females, but not in males. Our results will contribute to a better understanding of the genetic basis underlying iron in cardiovascular and neurological health in aging, and to the eventual identification of new preventive interventions or therapeutic avenues for diseases which affect women and men worldwide.",Scientific reports,"Belbellaj, Wiame,Lona-Durazo, Frida,Bodano, Cinzia,Busseuil, David,Cyr, Marie-Christyne,Fiorillo, Edoardo,Mulas, Antonella,Provost, Sylvie,Steri, Maristella,Tanaka, Toshiko,Vanderwerff, Brett,Wang, Jiongming,Byrne, Ross P,Cucca, Francesco,Dubé, Marie-Pierre,Ferrucci, Luigi,McLaughlin, Russell L,Tardif, Jean-Claude,Zawistowski, Matthew,Gagliano Taliun, Sarah A","Genome-Wide Association Study,Polymorphism, Single Nucleotide","ad,genome-wide,AD,Mendelian randomization,genome-wide association"
39428694,PMC11667495,2024,Whole-genome sequencing study in Koreans identifies novel loci for Alzheimer's disease.,"The genetic basis of Alzheimer's disease (AD) in Koreans is poorly understood. We performed an AD genome-wide association study using whole-genome sequence data from 3540 Koreans (1583 AD cases, 1957 controls) and single-nucleotide polymorphism array data from 2978 Japanese (1336 AD cases, 1642 controls). Significant findings were evaluated by pathway enrichment and differential gene expression analysis in brain tissue from controls and AD cases with and without dementia prior to death. We identified genome-wide significant associations with APOE in the total sample and ROCK2 (rs76484417, p = 2.71×10-8) among APOE ε4 non-carriers. A study-wide significant association was found with aggregated rare variants in MICALL1 (MICAL like 1) (p = 9.04×10-7). Several novel AD-associated genes, including ROCK2 and MICALL1, were differentially expressed in AD cases compared to controls (p < 3.33×10-3). ROCK2 was also differentially expressed between AD cases with and without dementia (p = 1.34×10-4). Our results provide insight into genetic mechanisms leading to AD and cognitive resilience in East Asians. Novel genome-wide significant associations for AD identified with ROCK2 and MICALL1. ROCK2 and MICALL1 are differentially expressed between AD cases and controls in the brain. This is the largest whole-genome-sequence study of AD in an East Asian population.",Alzheimer's & dementia : the journal of the Alzheimer's Association,"Kang, Moonil,Farrell, John J,Zhu, Congcong,Park, Hyeonseul,Kang, Sarang,Seo, Eun Hyun,Choi, Kyu Yeong,Jun, Gyungah R,Won, Sungho,Gim, Jungsoo,Lee, Kun Ho,Farrer, Lindsay A","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","ad,genome-wide,apoe,gene expression,dementia,AD,genome-wide association,Alzheimer"
39463208,PMC11513727,2024,"Genetic Variability in Oxidative Stress, Inflammatory, and Neurodevelopmental Pathways: Impact on the Susceptibility and Course of Spinal Muscular Atrophy.","The spinal muscular atrophy (SMA) phenotype strongly correlates with the SMN2 gene copy number. However, the severity and progression of the disease vary widely even among affected individuals with identical copy numbers. This study aimed to investigate the impact of genetic variability in oxidative stress, inflammatory, and neurodevelopmental pathways on SMA susceptibility and clinical progression. Genotyping for 31 genetic variants across 20 genes was conducted in 54 SMA patients and 163 healthy controls. Our results revealed associations between specific polymorphisms and SMA susceptibility, disease type, age at symptom onset, and motor and respiratory function. Notably, the TNF rs1800629 and BDNF rs6265 polymorphisms demonstrated a protective effect against SMA susceptibility, whereas the IL6 rs1800795 was associated with an increased risk. The polymorphisms CARD8 rs2043211 and BDNF rs6265 were associated with SMA type, while SOD2 rs4880, CAT rs1001179, and MIR146A rs2910164 were associated with age at onset of symptoms after adjustment for clinical parameters. In addition, GPX1 rs1050450 and HMOX1 rs2071747 were associated with motor function scores and lung function scores, while MIR146A rs2910164, NOTCH rs367398 SNPs, and GSTM1 deletion were associated with motor and upper limb function scores, and BDNF rs6265 was associated with lung function scores after adjustment. These findings emphasize the potential of genetic variability in oxidative stress, inflammatory processes, and neurodevelopmental pathways to elucidate the complex course of SMA. Further exploration of these pathways offers a promising avenue for developing personalized therapeutic strategies for SMA patients.",Cellular and molecular neurobiology,"Barbo, Maruša,Koritnik, Blaž,Leonardis, Lea,Blagus, Tanja,Dolžan, Vita,Ravnik-Glavač, Metka","Polymorphism, Single Nucleotide","ad,AD,SNP,genetic variant,polymorphisms"
39533552,PMC11557043,2024,Causal effects of Parkinson's disease on the risk of osteoporosis: A two-sample Mendelian randomization study.,"Employing a two-sample Mendelian randomization (MR) analysis, we aimed to investigate the potential causal effect of Parkinson disease (PD) on osteoporosis. We conducted an in-depth MR analysis by leveraging extensive genome-wide association study datasets from the International Parkinson Disease Genomics Consortium and the Genetic Factors for Osteoporosis Consortium. We meticulously selected instrumental variables based on strict criteria, including significance thresholds, linkage disequilibrium, and the exclusion of confounding single-nucleotide polymorphisms. Our investigation utilized diverse MR methods, including inverse variance weighted, MR Egger regression, weighted median, and MR-PRESSO, to robustly evaluate the causal relationship. Our comprehensive analysis revealed noteworthy associations between PD and distinct measures of bone mineral density (BMD) (forearm BMD, femoral neck BMD, lumbar spine BMD). Specifically, the inverse variance weighted method underscored potential significant relationships between PD and forearm BMD (P = .037; odds ratio [OR], 1.04; 95% confidence interval [CI], 1.00-1.09), femoral neck BMD (P = .034; OR, 1.02; 95% CI, 1.00-1.05), and lumbar spine BMD (P = .043; OR, 1.03; 95% CI, 1.00-1.06). The consistency of results across various methods and sensitivity analyses indicated both robustness and minimal pleiotropy concerns. Through a two-sample MR approach, this study establishes a plausible causal relationship between PD and decreased BMD. The outcomes underscore the urgency of targeted interventions to mitigate bone loss and manage osteoporosis in individuals with PD.",Medicine,"Huang, Yu,Yi, Nan,Li, Qinglong,Guo, Song,Mo, Bingfeng,Yin, Dong,Li, Hongmian","Parkinson Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,Parkinson Disease,Mendelian randomization,genome-wide association,polymorphisms"
39537608,PMC11561119,2024,Multi-trait association analysis reveals shared genetic loci between Alzheimer's disease and cardiovascular traits.,"Several cardiovascular traits and diseases co-occur with Alzheimer's disease. We mapped their shared genetic architecture using multi-trait genome-wide association studies. Subsequent fine-mapping and colocalisation highlighted 16 genetic loci associated with both Alzheimer's and cardiovascular diseases. We prioritised rs11786896, which colocalised with Alzheimer's disease, atrial fibrillation and expression of PLEC in the heart left ventricle, and rs7529220, which colocalised with Alzheimer's disease, atrial fibrillation and expression of C1Q family genes. Single-cell RNA-sequencing data, co-expression network and protein-protein interaction analyses provided evidence for different mechanisms of PLEC, which is upregulated in left ventricular endothelium and cardiomyocytes with heart failure and in brain astrocytes with Alzheimer's disease. Similar common mechanisms are implicated for C1Q in heart macrophages with heart failure and in brain microglia with Alzheimer's disease. These findings highlight inflammatory and pleomorphic risk determinants for the co-occurrence of Alzheimer's and cardiovascular diseases and suggest PLEC, C1Q and their interacting proteins as potential therapeutic targets.",Nature communications,"Koskeridis, Fotios,Fancy, Nurun,Tan, Pei Fang,Meena, Devendra,Evangelou, Evangelos,Elliott, Paul,Wang, Dennis,Matthews, Paul M,Dehghan, Abbas,Tzoulaki, Ioanna","Alzheimer Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,Alzheimer,Genetic Loci,genome-wide association"
39578713,PMC11584348,2024,Novel Insights Into the Causal Effects and Shared Genetics Between Body Fat and Parkinson Disease.,"Existing observational studies examining the effect of body fat on the risk of Parkinson disease (PD) have yielded inconsistent results. We aimed to investigate this causal relationship at the genetic level. We employed two-sample Mendelian randomization (TSMR) to investigate the causal effects of body fat on PD, with multiple sex-specific body fat measures being involved. We performed Bayesian colocalization analysis and cross-trait meta-analysis to reveal pleiotropic genomic loci shared between body mass index (BMI) and PD. Finally, we used the MAGMA tool to perform tissue enrichment analysis of the genome-wide association study hits of BMI. TSMR analysis suggests that except waist circumference, higher measures of body fatness are associated with a decreased risk of PD, including BMI (OR: 0.83), body fat percentage (OR: 0.69), body fat mass (OR: 0.77), and hip circumference (OR: 0.83). The observed effects were slightly more pronounced in females than males. Colocalization analysis highlighted two colocalized regions (chromosome 3p25.3 and chromosome 17p12) shared by BMI and PD and pointed to some genes as possible players, including SRGAP3, MTMR14, and ADORA2B. Cross-trait meta-analysis successfully identified 10 novel genomic loci, involving genes of TOX3 and MAP4K4. Tissue enrichment analysis showed that BMI-associated genetic variants were enriched in multiple brain tissues. We found that nonabdominal body fatness exerts a robust protective effect against PD. Our colocalization analysis and cross-trait meta-analysis identified pleiotropic genetic variation shared between BMI and PD, providing new clues for understanding the association between body fat and PD.",CNS neuroscience & therapeutics,"Zhao, Qian,Liu, Dongming,Baranova, Ancha,Cao, Hongbao,Zhang, Fuquan","Parkinson Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,ad,AD,Parkinson Disease,Mendelian randomization,genome-wide association,genetic variant,meta-analysis"
39592152,PMC11596108,2024,LIMO-GCN: a linear model-integrated graph convolutional network for predicting Alzheimer disease genes.,"Alzheimer's disease (AD) is a complex disease with its genetic etiology not fully understood. Gene network-based methods have been proven promising in predicting AD genes. However, existing approaches are limited in their ability to model the nonlinear relationship between networks and disease genes, because (i) any data can be theoretically decomposed into the sum of a linear part and a nonlinear part, (ii) the linear part can be best modeled by a linear model since a nonlinear model is biased and can be easily overfit, and (iii) existing methods do not separate the linear part from the nonlinear part when building the disease gene prediction model. To address the limitation, we propose linear model-integrated graph convolutional network (LIMO-GCN), a generic disease gene prediction method that models the data linearity and nonlinearity by integrating a linear model with GCN. The reason to use GCN is that it is by design naturally suitable to dealing with network data, and the reason to integrate a linear model is that the linearity in the data can be best modeled by a linear model. The weighted sum of the prediction of the two components is used as the final prediction of LIMO-GCN. Then, we apply LIMO-GCN to the prediction of AD genes. LIMO-GCN outperforms the state-of-the-art approaches including GCN, network-wide association studies, and random walk. Furthermore, we show that the top-ranked genes are significantly associated with AD based on molecular evidence from heterogeneous genomic data. Our results indicate that LIMO-GCN provides a novel method for prioritizing AD genes.",Briefings in bioinformatics,"Lin, Cui-Xiang,Li, Hong-Dong,Wang, Jianxin",Alzheimer Disease/genetics,"ad,Alzheimer,AD"
39596356,PMC11594294,2024,Exosomal mRNA Signatures as Predictive Biomarkers for Risk and Age of Onset in Alzheimer's Disease.,"Alzheimer's disease (AD) is a neurodegenerative disorder characterized by progressive cognitive decline and memory loss. While the precise causes of AD remain unclear, emerging evidence suggests that messenger RNA (mRNA) dysregulation contributes to AD pathology and risk. This study examined exosomal mRNA expression profiles of 15 individuals diagnosed with AD and 15 healthy controls from Barranquilla, Colombia. Utilizing advanced bioinformatics and machine learning (ML) techniques, we identified differentially expressed mRNAs and assessed their predictive power for AD diagnosis and AD age of onset (ADAOO). Our results showed that ENST00000331581 (CADM1) and ENST00000382258 (TNFRSF19) were significantly upregulated in AD patients. Key predictors for AD diagnosis included ENST00000311550 (GABRB3), ENST00000278765 (GGTLC1), ENST00000331581 (CADM1), ENST00000372572 (FOXJ3), and ENST00000636358 (ACY1), achieving > 90% accuracy in both training and testing datasets. For ADAOO, ENST00000340552 (LIMK2) expression correlated with a delay of ~12.6 years, while ENST00000304677 (RNASE6), ENST00000640218 (HNRNPU), ENST00000602017 (PPP5D1), ENST00000224950 (STN1), and ENST00000322088 (PPP2R1A) emerged as the most important predictors. ENST00000304677 (RNASE6) and ENST00000602017 (PPP5D1) showed promising predictive accuracy in unseen data. These findings suggest that mRNA expression profiles may serve as effective biomarkers for AD diagnosis and ADAOO, providing a cost-efficient and minimally invasive tool for early detection and monitoring. Further research is needed to validate these results in larger, diverse cohorts and explore the biological roles of the identified mRNAs in AD pathogenesis.",International journal of molecular sciences,"Bolívar, Daniel A,Mosquera-Heredia, María I,Vidal, Oscar M,Barceló, Ernesto,Allegri, Ricardo,Morales, Luis C,Silvera-Redondo, Carlos,Arcos-Burgos, Mauricio,Garavito-Galofre, Pilar,Vélez, Jorge I",Alzheimer Disease/genetics,"ad,Alzheimer,AD"
39596595,PMC11594218,2024,"Intergenic Interactions of ESR1, GSTO1 and AGER and Risk of Dementia in Community-Dwelling Elderly (SADEM Study).","Dementia causes the loss of functional independence, resulting in a decrease in the quality of life of those who suffer from it. This study aimed to investigate the interactions influencing susceptibility to the development of dementia through multifactor dimensionality reduction (MDR). the study population was made up of 221 cases and 534 controls. We performed an MDR analysis as well as a bioinformatic analysis to identify interactions between the genes GSTO1_rs4925, AGER_rs2070600, and ESR1_rs3844508 associated with susceptibility to dementia. We observed associations between the polymorphism of GSTO1 and risk of dementia for the site rs4925 with the recessive model (OR = 1.720, 95% CI = 1.166-2.537 p = 0.006). Similarly, the site AGER rs2070600 showed risk of dementia with an additive model of inheritance (OR = 7.278, 95% CI = 3.140-16.868; p < 0.001). Furthermore, we identified the best risk model with a high precision of 79.6% that, when combined with three environmental risk factors, did not give an OR = 26.662 95%CI (16.164-43.979) with p < 0.001. The MDR and bioinformatics results provide new information on the molecular pathogenesis of dementia, allowing identification of possible diagnostic markers and new therapeutic targets.",Genes,"Juárez-Cedillo, Teresa,Martínez-Rodríguez, Nancy,Juárez-Cedillo, Enrique,Ramirez, Alfredo,Suerna-Hernández, Alan","Polymorphism, Single Nucleotide","ad,Risk Factors,dementia,AD"
39627291,PMC11615279,2024,Novel candidate plasma proteins for the pathogenesis and treatment of atopic dermatitis revealed by proteome-wide association study.,"Atopic dermatitis (AD) is an immune-related skin disease with a genetic background. Numerous loci have been identified associated with AD to better comprehend its complicated genetic mechanisms by genome‑wide association studies (GWASs). However, current studies reveal the underlying mechanisms of these loci in the pathogenesis of AD inadequately. Therefore, we integrated the GWAS statistics of AD with plasma proteins to explore candidate proteins correlated with the pathogenesis of AD based on protein-centered omics studies. Herein, we adopted the updated AD GWAS statistics (N = 864,982) and the dataset of plasma protein quantitative trait loci (pQTLs), comprising 1,348 proteins from individuals of European descent. We first conducted the AD-related proteome-wide association studies (PWASs) (N = 7,213) by integrating pQTLs with the AD GWAS statistics and identified twenty-six significant plasma proteins by PWAS (FDR < 0.05). Then, the potential causal proteins of AD were identified via Mendelian randomization (MR), and seventeen causal proteins of AD were discovered afterward. Following this, Bayesian colocalization analysis was then utilized to explore proteins sharing the same causal variants. Five causal proteins strongly associated with the pathogenesis of AD were eventually pinpointed. Finally, we discovered drugs that could be repurposed for AD with the plasma proteins that might contribute to the pathogenesis of AD in the Drug Gene Interaction Database.",Scientific reports,"Luo, Chen,Zhang, YaJing,Feng, QiFan,Yao, KaiXin,Zheng, LeiLei,Yang, Ye,Zheng, WenXin,Li, Feng,Lv, YongQiang,Cai, Yue","Genome-Wide Association Study,Polymorphism, Single Nucleotide","ad,GWAS,Mendelian randomization,AD"
